idcomposite,nom_agglocomposite,province,pays,year,nb_pub,discipline,gid,astaff2014,nbestim,nbuniv,pop2011,label,label_ds,label_dsh,label_d
AAPOLY24886,STEETON,ENGLAND,UNITED-KINGDOM,2014,0.333333333333333,D4,1886,0,0,0,314912,STEETON,Chemistry,Chem,Chemistry
AAPOLY24831,SHREWSBURY,ENGLAND,UNITED-KINGDOM,2014,0,D4,1287,25.8,1,1,250970,SHREWSBURY,Chemistry,Chem,Chemistry
AAPOLY24800,SEASCALE,ENGLAND,UNITED-KINGDOM,2014,5.23809523809524,D4,2176,46.2,1,1,153951,AMBLESIDE,Chemistry,Chem,Chemistry
AAPOLY24657,PENGLAIS,WALES,UNITED-KINGDOM,2014,6.60277777777778,D4,2357,940,0,1,65668,ABERYSTWYTH,Chemistry,Chem,Chemistry
AAPOLY24041,EXETER,ENGLAND,UNITED-KINGDOM,2014,40.3804029304029,D4,2569,1260,1,1,618906,EXETER,Chemistry,Chem,Chemistry
AAPOLY23714,BRECON,WALES,UNITED-KINGDOM,2014,0,D4,1714,0,0,0,25438,BRECON,Chemistry,Chem,Chemistry
AAPOINT23756,BUDE,ENGLAND,UNITED-KINGDOM,2014,0,D4,8234,0,0,0,9222,BUDE,Chemistry,Chem,Chemistry
AAPOLY24389,LINCOLN,ENGLAND,UNITED-KINGDOM,2014,2.5,D4,676,1025,0,2,307859,LINCOLN,Chemistry,Chem,Chemistry
AAPOLY23876,COLCHESTER,ENGLAND,UNITED-KINGDOM,2014,4.01666666666667,D4,2303,1647.58,1,4,1228793,COLCHESTER,Chemistry,Chem,Chemistry
AAPOLY24334,KINGSTON-UPON-HULL,ENGLAND,UNITED-KINGDOM,2014,38.136516563147,D4,902,1054.35,1,1,832545,KINGSTON-U-HULL,Chemistry,Chem,Chemistry
AAPOLY24662,PENRYN,ENGLAND,UNITED-KINGDOM,2014,5.84484126984127,D4,1157,835,1,2,326325,PENRYN,Chemistry,Chem,Chemistry
AAPOLY24189,HAVERFORDWEST,WALES,UNITED-KINGDOM,2014,0,D4,1284,0,0,0,63666,HAVERFORDWEST,Chemistry,Chem,Chemistry
AAPOINT24380,LES-AUGRES-MANOR,TRINITY,UNITED-KINGDOM,2014,0,D4,6154,0,0,0,0,LES-AUGRES-MANOR,Chemistry,Chem,Chemistry
AAPOLY24667,PETERHEAD,SCOTLAND,UNITED-KINGDOM,2014,0,D4,2010,0,0,0,33176,PETERHEAD,Chemistry,Chem,Chemistry
AAPOLY24392,LIPHOOK,ENGLAND,UNITED-KINGDOM,2014,0,D4,2517,0,0,0,217631,LIPHOOK,Chemistry,Chem,Chemistry
AAPOLY23602,BARNARD-CASTLE,ENGLAND,UNITED-KINGDOM,2014,0.166666666666667,D4,2067,0,0,0,5053,BARNARD-CASTLE,Chemistry,Chem,Chemistry
AAPOLY23640,BERKELEY,ENGLAND,UNITED-KINGDOM,2014,0.333333333333333,D4,2043,0,0,0,47614,BERKELEY,Chemistry,Chem,Chemistry
AAPOINT24426,LOCHGILPHEAD,SCOTLAND,UNITED-KINGDOM,2014,0,D4,7355,0,0,0,7718,LOCHGILPHEAD,Chemistry,Chem,Chemistry
AAPOINT24692,PORTREE,SCOTLAND,UNITED-KINGDOM,2014,0,D4,7078,0,0,0,10177,PORTREE,Chemistry,Chem,Chemistry
AAPOLY24214,HEMPSTEAD,ENGLAND,UNITED-KINGDOM,2014,0,D4,2791,0,0,0,63535,HEMPSTEAD,Chemistry,Chem,Chemistry
AAPOLY24949,TAUNTON,ENGLAND,UNITED-KINGDOM,2014,2.16666666666667,D4,2104,0,0,0,351340,TAUNTON,Chemistry,Chem,Chemistry
AAPOLY23793,CANTERBURY,ENGLAND,UNITED-KINGDOM,2014,33.6004176379176,D4,741,2958.3,1,3,1265709,CANTERBURY,Chemistry,Chem,Chemistry
AAPOINT24083,FT-WILLIAM,SCOTLAND,UNITED-KINGDOM,2014,0,D4,5276,0,0,0,8794,FT-WILLIAM,Chemistry,Chem,Chemistry
AAPOLY24676,PLYMOUTH,ENGLAND,UNITED-KINGDOM,2014,12.7409188034188,D4,1603,1550,0,3,450226,PLYMOUTH,Chemistry,Chem,Chemistry
AAPOLY23674,BLACKPOOL,ENGLAND,UNITED-KINGDOM,2014,0,D4,1450,0,0,0,404513,BLACKPOOL,Chemistry,Chem,Chemistry
AAPOLY24684,POOLE,ENGLAND,UNITED-KINGDOM,2014,5.68333333333333,D4,793,1155,0,2,776199,POOLE,Chemistry,Chem,Chemistry
AAPOLY23804,CARSTAIRS,SCOTLAND,UNITED-KINGDOM,2014,0,D4,2203,0,0,0,33958,CARSTAIRS,Chemistry,Chem,Chemistry
AAPOLY24610,OBAN,SCOTLAND,UNITED-KINGDOM,2014,0.333333333333333,D4,3099,0,0,0,9744,OBAN,Chemistry,Chem,Chemistry
AAPOINT24794,SCILLY,ENGLAND,UNITED-KINGDOM,2014,0,D4,5333,0,0,0,0,SCILLY,Chemistry,Chem,Chemistry
AAPOLY24773,SAINT-LEONARDS-ON-SEA,ENGLAND,UNITED-KINGDOM,2014,0,D4,2683,0,0,0,154573,SAINT-LEONARDS-ON-SEA,Chemistry,Chem,Chemistry
AAPOLY24779,SALISBURY,ENGLAND,UNITED-KINGDOM,2014,12.95,D4,1761,645,0,1,398971,SALISBURY,Chemistry,Chem,Chemistry
AAPOLY24758,RUGBY,ENGLAND,UNITED-KINGDOM,2014,0.25,D4,1241,0,0,0,288139,RUGBY,Chemistry,Chem,Chemistry
AAPOLY23682,BODMIN,ENGLAND,UNITED-KINGDOM,2014,0.5,D4,1567,0,0,0,42698,BODMIN,Chemistry,Chem,Chemistry
AAPOLY24686,PORTAFERRY,NORTH-IRELAND,UNITED-KINGDOM,2014,0,D4,1004,0,0,0,44868,PORTAFERRY,Chemistry,Chem,Chemistry
AAPOLY23768,BURTON-UPON-TRENT,ENGLAND,UNITED-KINGDOM,2014,0,D4,1336,0,0,0,490213,BURTON-UPON-TRENT,Chemistry,Chem,Chemistry
AALIGNE23586,BAKEWELL,ENGLAND,UNITED-KINGDOM,2014,0,D4,4183,0,0,0,8200,BAKEWELL,Chemistry,Chem,Chemistry
AAPOLY24792,SCALLOWAY,SCOTLAND,UNITED-KINGDOM,2014,0,D4,1254,0,0,0,11372,SCALLOWAY,Chemistry,Chem,Chemistry
AAPOLY24732,RHYL,WALES,UNITED-KINGDOM,2014,0,D4,1820,0,0,0,48218,RHYL,Chemistry,Chem,Chemistry
AAPOLY23984,DUNDEE,SCOTLAND,UNITED-KINGDOM,2014,135.110912698413,D4,1650,2959.51,2,5,493356,DUNDEE,Chemistry,Chem,Chemistry
AAPOLY24077,FRAMLINGHAM,ENGLAND,UNITED-KINGDOM,2014,0,D4,2002,0,0,0,39629,FRAMLINGHAM,Chemistry,Chem,Chemistry
AAPOLY23878,COLERAINE,NORTH-IRELAND,UNITED-KINGDOM,2014,5.96111111111111,D4,1419,534.4,1,1,106037,COLERAINE,Chemistry,Chem,Chemistry
AAPOLY23979,DUMFRIES,SCOTLAND,UNITED-KINGDOM,2014,0.166666666666667,D4,2071,104.415,3,3,67916,DUMFRIES,Chemistry,Chem,Chemistry
AAPOLY24028,E-MALLING,ENGLAND,UNITED-KINGDOM,2014,1.76449275362319,D4,1370,258.3,1,1,1342096,MEDWAY,Chemistry,Chem,Chemistry
AAPOLY24500,MENAI-BRIDGE,WALES,UNITED-KINGDOM,2014,22.0571428571429,D4,1831,802.0375,1,1,195914,BANGOR,Chemistry,Chem,Chemistry
AAPOLY24517,MILTON-KEYNES,ENGLAND,UNITED-KINGDOM,2014,55.9583877475182,D4,2316,7572.99509,1,4,1587511,MILTON-KEYNES,Chemistry,Chem,Chemistry
AAPOLY24720,READING,ENGLAND,UNITED-KINGDOM,2014,106.853976880607,D4,829,2485,0,4,1673966,READING,Chemistry,Chem,Chemistry
AAPOLY24926,SUTTON,ENGLAND,UNITED-KINGDOM,2014,2.27777777777778,D4,2471,1171,1,2,653065,SUTTON,Chemistry,Chem,Chemistry
AAPOLY24793,SCARBOROUGH,ENGLAND,UNITED-KINGDOM,2014,0.625,D4,1663,10.65,1,1,157353,SCARBOROUGH,Chemistry,Chem,Chemistry
AAPOLY25008,UPPER-HEYFORD,ENGLAND,UNITED-KINGDOM,2014,0,D4,1931,0,0,0,25454,UPPER-HEYFORD,Chemistry,Chem,Chemistry
AAPOINT24351,LAIDE,SCOTLAND,UNITED-KINGDOM,2014,0,D4,5791,0,0,0,12229,LAIDE,Chemistry,Chem,Chemistry
AALIGNE24032,ENNISKILLEN,NORTH-IRELAND,UNITED-KINGDOM,2014,0,D4,4185,0,0,0,24032,ENNISKILLEN,Chemistry,Chem,Chemistry
AAPOLY25109,WIGTOWN,SCOTLAND,UNITED-KINGDOM,2014,0,D4,2503,0,0,0,9050,WIGTOWN,Chemistry,Chem,Chemistry
AAPOLY24892,ST-MARTINS,ENGLAND,UNITED-KINGDOM,2014,0.125,D4,2592,0,0,0,0,ST-MARTINS,Chemistry,Chem,Chemistry
AALIGNE24337,KINGUSSIE,SCOTLAND,UNITED-KINGDOM,2014,0.166666666666667,D4,4187,0,0,0,13676,KINGUSSIE,Chemistry,Chem,Chemistry
AAPOLY24272,HUNTLY,SCOTLAND,UNITED-KINGDOM,2014,0,D4,2165,0,0,0,104092,HUNTLY,Chemistry,Chem,Chemistry
AALIGNE24871,SPILSBY,ENGLAND,UNITED-KINGDOM,2014,0,D4,4190,0,0,0,18204,SPILSBY,Chemistry,Chem,Chemistry
AAPOLY24300,KEELE,ENGLAND,UNITED-KINGDOM,2014,17.7069444444444,D4,1553,2209,2,5,1143849,KEELE,Chemistry,Chem,Chemistry
AAPOLY24307,KENDAL,ENGLAND,UNITED-KINGDOM,2014,0,D4,2278,0,1,1,71248,KENDAL,Chemistry,Chem,Chemistry
AALIGNE24343,KIRKCALDY,SCOTLAND,UNITED-KINGDOM,2014,0,D4,4188,0,0,0,57537,KIRKCALDY,Chemistry,Chem,Chemistry
AAPOLY24890,STIRLING,SCOTLAND,UNITED-KINGDOM,2014,0.25,D4,3074,916,1,1,583992,STIRLING,Chemistry,Chem,Chemistry
AAPOINT24786,SANDOWN,ENGLAND,UNITED-KINGDOM,2014,0,D4,4935,0,0,0,14189,SANDOWN,Chemistry,Chem,Chemistry
AAPOINT23963,DORNOCH,SCOTLAND,UNITED-KINGDOM,2014,0,D4,6722,0,0,0,7626,DORNOCH,Chemistry,Chem,Chemistry
AAPOLY24288,INVERNESS,SCOTLAND,UNITED-KINGDOM,2014,1.91666666666667,D4,2479,37.11,2,2,104398,INVERNESS,Chemistry,Chem,Chemistry
AAPOLY24934,SWANSEA,WALES,UNITED-KINGDOM,2014,45.8390211640212,D4,3092,2060,2,3,451686,SWANSEA,Chemistry,Chem,Chemistry
AAPOLY24062,FFOSTRASOL,WALES,UNITED-KINGDOM,2014,0,D4,1167,0,0,0,11923,FFOSTRASOL,Chemistry,Chem,Chemistry
AAPOLY24936,SWINDON,ENGLAND,UNITED-KINGDOM,2014,8.925,D4,2457,87.00490998000001,1,2,548173,SWINDON,Chemistry,Chem,Chemistry
AAPOINT23939,DARTMOUTH,ENGLAND,UNITED-KINGDOM,2014,0.166666666666667,D4,6037,0,0,0,6822,DARTMOUTH,Chemistry,Chem,Chemistry
AAPOLY23581,AYR,SCOTLAND,UNITED-KINGDOM,2014,0.347826086956522,D4,2959,133.295,2,2,274975,AYR,Chemistry,Chem,Chemistry
AAPOLY23960,DONCASTER,ENGLAND,UNITED-KINGDOM,2014,0,D4,797,0,0,0,366682,DONCASTER,Chemistry,Chem,Chemistry
AAPOLY23770,BURY-SAINT-EDMUNDS,ENGLAND,UNITED-KINGDOM,2014,0.683333333333333,D4,1102,0,0,0,262926,BURY-SAINT-EDMUNDS,Chemistry,Chem,Chemistry
AAPOLY24674,PITLOCHRY,SCOTLAND,UNITED-KINGDOM,2014,0,D4,1814,0,0,0,9286,PITLOCHRY,Chemistry,Chem,Chemistry
AD11950,LONDON,ENGLAND,UNITED-KINGDOM,2014,876.616447131773,D4,6,45616.43,4,44,10923304,LONDON,Chemistry,Chem,Chemistry
AD12080,OXFORD-DIDCOT,ENGLAND,UNITED-KINGDOM,2014,462.100656288156,D4,15,8020,0,2,292495,OXFORD-DIDCOT,Chemistry,Chem,Chemistry
AD11968,MANCHESTER-LIVERPOOL,ENGLAND,UNITED-KINGDOM,2014,584.768676384002,D4,109,17321.7,5,15,5831088,MANCHESTER-LIVERPOOL,Chemistry,Chem,Chemistry
AD11681,EDINBURGH,SCOTLAND,UNITED-KINGDOM,2014,168.275793650794,D4,153,6301.385,3,6,680401,EDINBURGH,Chemistry,Chem,Chemistry
AD12208,SOUTHAMPTON-PROTSMOUTH,ENGLAND,UNITED-KINGDOM,2014,195.705762594893,D4,178,5790,0,4,1264280,SOUTHAMPTON,Chemistry,Chem,Chemistry
AD11449,BIRMINGHAM,ENGLAND,UNITED-KINGDOM,2014,313.673611111111,D4,192,11488,2,8,3439184,BIRMINGHAM,Chemistry,Chem,Chemistry
AD11496,BRISTOL,ENGLAND,UNITED-KINGDOM,2014,336.330429292929,D4,202,6330,0,4,705326,BRISTOL,Chemistry,Chem,Chemistry
AD11739,GLASGOW,SCOTLAND,UNITED-KINGDOM,2014,234.837111801242,D4,219,6236.57,3,7,1384797,GLASGOW,Chemistry,Chem,Chemistry
AD5683,YORK,ENGLAND,UNITED-KINGDOM,2014,79.0230392156863,D4,243,1990,0,2,250718,YORK,Chemistry,Chem,Chemistry
AD11910,LANCASTER,ENGLAND,UNITED-KINGDOM,2014,32.8904761904762,D4,265,1905.1,0,1,68566,LANCASTER,Chemistry,Chem,Chemistry
AD11428,BELFAST,NORTH-IRELAND,UNITED-KINGDOM,2014,98.1138888888889,D4,272,2088.025,1,4,703353,BELFAST,Chemistry,Chem,Chemistry
AD11919,LEEDS,ENGLAND,UNITED-KINGDOM,2014,175.618253968254,D4,352,6460,0,6,2108519,LEEDS,Chemistry,Chem,Chemistry
AD12184,SHEFFIELD,ENGLAND,UNITED-KINGDOM,2014,155.271794871795,D4,381,5267.5,1,3,970902,SHEFFIELD,Chemistry,Chem,Chemistry
AD12033,NEWCASTLE-UPON-TYNE,ENGLAND,UNITED-KINGDOM,2014,220.24025974026,D4,424,6675,0,4,1608302,NEWCASTLE-U-TYNE,Chemistry,Chem,Chemistry
AD11336,ABERDEEN,SCOTLAND,UNITED-KINGDOM,2014,48.8777777777778,D4,464,2451.4,1,3,233581,ABERDEEN,Chemistry,Chem,Chemistry
AD11920,LEICESTER,ENGLAND,UNITED-KINGDOM,2014,125.750396825397,D4,473,4345,0,3,620795,LEICESTER,Chemistry,Chem,Chemistry
AD12057,NOTTINGHAM,ENGLAND,UNITED-KINGDOM,2014,224.900568181818,D4,476,5444,2,3,1192343,NOTTINGHAM,Chemistry,Chem,Chemistry
AD5280,NORWICH,ENGLAND,UNITED-KINGDOM,2014,45.8313899368997,D4,500,1855,0,2,549138,NORWICH,Chemistry,Chem,Chemistry
AD11525,CAMBRIDGE,ENGLAND,UNITED-KINGDOM,2014,408.454014041514,D4,597,6216.5,1,2,220311,CAMBRIDGE,Chemistry,Chem,Chemistry
AAPOLY24952,TEDDINGTON,ENGLAND,UNITED-KINGDOM,2014,59.3344748718201,D5,1547,1355,0,3,1070437,TEDDINGTON,Physics,Phys,Physics
AAPOLY23795,CARDIFF,WALES,UNITED-KINGDOM,2014,49.0807491572637,D5,1010,6000,0,3,1739363,CARDIFF,Physics,Phys,Physics
AAPOLY24817,SHEPTON-MALLET,ENGLAND,UNITED-KINGDOM,2014,0,D5,1763,0,0,0,93734,SHEPTON-MALLET,Physics,Phys,Physics
AAPOINT24580,NEWTOWN,WALES,UNITED-KINGDOM,2014,0,D5,7876,0,0,0,11357,NEWTOWN,Physics,Phys,Physics
AALIGNE24165,HARLECH,WALES,UNITED-KINGDOM,2014,0,D5,4186,0,0,0,1540,HARLECH,Physics,Phys,Physics
AAPOINT24565,NEW-ISLAND,FALKLANDS,UNITED-KINGDOM,2014,0,D5,6190,0,0,0,0,NEW-ISLAND,Physics,Phys,Physics
AAPOLY23731,BRIGHTON,ENGLAND,UNITED-KINGDOM,2014,52.2666562010744,D5,1939,3450,0,2,1304209,BRIGHTON,Physics,Phys,Physics
AAPOLY24666,PETERBOROUGH,ENGLAND,UNITED-KINGDOM,2014,1.24166666666667,D5,819,10.92,1,1,823544,PETERBOROUGH,Physics,Phys,Physics
AAPOINT24110,GOOSE-GREEN,FALKLANDS-ISLANDS,UNITED-KINGDOM,2014,0,D5,5190,0,0,0,0,GOOSE-GREEN,Physics,Phys,Physics
AALIGNE23910,CRIANLARICH,SCOTLAND,UNITED-KINGDOM,2014,0,D5,4184,0,0,0,11312,CRIANLARICH,Physics,Phys,Physics
AAPOLY24444,LOW-HARKER,ENGLAND,UNITED-KINGDOM,2014,0,D5,886,183.12,1,1,116286,CARLISLE,Physics,Phys,Physics
AAPOINT23980,DUNBAR,SCOTLAND,UNITED-KINGDOM,2014,0,D5,6549,0,0,0,13337,DUNBAR,Physics,Phys,Physics
AAPOINT24910,STORNOWAY,SCOTLAND,UNITED-KINGDOM,2014,0,D5,6408,0,0,0,7622,STORNOWAY,Physics,Phys,Physics
AAPOLY24330,KINGS-LYNN,ENGLAND,UNITED-KINGDOM,2014,0,D5,1409,0,0,0,212704,KINGS-LYNN,Physics,Phys,Physics
AAPOLY24939,TADCASTER,ENGLAND,UNITED-KINGDOM,2014,0,D5,2211,0,0,0,25821,TADCASTER,Physics,Phys,Physics
AAPOLY24134,GREENOCK,SCOTLAND,UNITED-KINGDOM,2014,0.5,D5,2356,35,0,1,190891,DUNOON,Physics,Phys,Physics
AAPOLY25165,WREXHAM,WALES,UNITED-KINGDOM,2014,9.41666666666667,D5,2017,562.9625,1,2,379984,WREXHAM,Physics,Phys,Physics
AAPOLY24086,GALASHIELS,SCOTLAND,UNITED-KINGDOM,2014,0,D5,1607,23,1,1,121701,GALASHIELS,Physics,Phys,Physics
AAPOLY23511,ACHARACLE,SCOTLAND,UNITED-KINGDOM,2014,0,D5,1964,0,0,0,11168,ACHARACLE,Physics,Phys,Physics
AAPOLY24621,ORKNEY,SCOTLAND,UNITED-KINGDOM,2014,0,D5,761,0,0,0,21349,ORKNEY,Physics,Phys,Physics
AAPOLY24505,MIDDLESBROUGH,ENGLAND,UNITED-KINGDOM,2014,4.13809523809524,D5,900,700,0,1,854738,MIDDLESBROUGH,Physics,Phys,Physics
AAPOLY23636,BELLSHILL,ENGLAND,UNITED-KINGDOM,2014,0,D5,2419,0,0,0,22121,BELLSHILL,Physics,Phys,Physics
AAPOLY23607,BARNSTAPLE,ENGLAND,UNITED-KINGDOM,2014,0,D5,2904,0,0,0,133985,BARNSTAPLE,Physics,Phys,Physics
AAPOINT24285,INGATESTONE,ENGLAND,UNITED-KINGDOM,2014,0,D5,7712,0,0,0,5966,INGATESTONE,Physics,Phys,Physics
AAPOLY24319,KIDDERMINSTER,ENGLAND,UNITED-KINGDOM,2014,0,D5,2328,0,0,0,91485,KIDDERMINSTER,Physics,Phys,Physics
AAPOINT24466,MAGHERAFELT,NORTH-IRELAND,UNITED-KINGDOM,2014,0,D5,5534,0,0,0,10955,MAGHERAFELT,Physics,Phys,Physics
AAPOLY24534,MORPETH,ENGLAND,UNITED-KINGDOM,2014,0.25,D5,690,0,0,0,151020,MORPETH,Physics,Phys,Physics
AAPOINT24877,STANLEY,FALKLANDS,UNITED-KINGDOM,2014,0,D5,5577,0,0,0,0,STANLEY,Physics,Phys,Physics
AAPOLY24756,ROYSTON,ENGLAND,UNITED-KINGDOM,2014,1.25,D5,2223,0,0,0,71856,ROYSTON,Physics,Phys,Physics
AAPOLY24220,HEREFORD,ENGLAND,UNITED-KINGDOM,2014,0,D5,3038,0,0,0,270982,HEREFORD,Physics,Phys,Physics
AAPOLY24886,STEETON,ENGLAND,UNITED-KINGDOM,2014,0,D5,1886,0,0,0,314912,STEETON,Physics,Phys,Physics
AAPOLY24831,SHREWSBURY,ENGLAND,UNITED-KINGDOM,2014,0,D5,1287,25.8,1,1,250970,SHREWSBURY,Physics,Phys,Physics
AAPOLY24800,SEASCALE,ENGLAND,UNITED-KINGDOM,2014,2.55263157894737,D5,2176,46.2,1,1,153951,AMBLESIDE,Physics,Phys,Physics
AAPOLY24657,PENGLAIS,WALES,UNITED-KINGDOM,2014,9.65833333333333,D5,2357,940,0,1,65668,ABERYSTWYTH,Physics,Phys,Physics
AAPOLY24041,EXETER,ENGLAND,UNITED-KINGDOM,2014,47.6145354645355,D5,2569,1260,1,1,618906,EXETER,Physics,Phys,Physics
AAPOLY23714,BRECON,WALES,UNITED-KINGDOM,2014,0,D5,1714,0,0,0,25438,BRECON,Physics,Phys,Physics
AAPOINT23756,BUDE,ENGLAND,UNITED-KINGDOM,2014,0,D5,8234,0,0,0,9222,BUDE,Physics,Phys,Physics
AAPOLY24389,LINCOLN,ENGLAND,UNITED-KINGDOM,2014,0.583333333333333,D5,676,1025,0,2,307859,LINCOLN,Physics,Phys,Physics
AAPOLY23876,COLCHESTER,ENGLAND,UNITED-KINGDOM,2014,12.7376678876679,D5,2303,1647.58,1,4,1228793,COLCHESTER,Physics,Phys,Physics
AAPOLY24334,KINGSTON-UPON-HULL,ENGLAND,UNITED-KINGDOM,2014,15.3055555555556,D5,902,1054.35,1,1,832545,KINGSTON-U-HULL,Physics,Phys,Physics
AAPOLY24662,PENRYN,ENGLAND,UNITED-KINGDOM,2014,4.75555555555556,D5,1157,835,1,2,326325,PENRYN,Physics,Phys,Physics
AAPOLY24189,HAVERFORDWEST,WALES,UNITED-KINGDOM,2014,0,D5,1284,0,0,0,63666,HAVERFORDWEST,Physics,Phys,Physics
AAPOINT24380,LES-AUGRES-MANOR,TRINITY,UNITED-KINGDOM,2014,0,D5,6154,0,0,0,0,LES-AUGRES-MANOR,Physics,Phys,Physics
AAPOLY24667,PETERHEAD,SCOTLAND,UNITED-KINGDOM,2014,0,D5,2010,0,0,0,33176,PETERHEAD,Physics,Phys,Physics
AAPOLY24392,LIPHOOK,ENGLAND,UNITED-KINGDOM,2014,0.833333333333333,D5,2517,0,0,0,217631,LIPHOOK,Physics,Phys,Physics
AAPOLY23602,BARNARD-CASTLE,ENGLAND,UNITED-KINGDOM,2014,0.166666666666667,D5,2067,0,0,0,5053,BARNARD-CASTLE,Physics,Phys,Physics
AAPOLY23640,BERKELEY,ENGLAND,UNITED-KINGDOM,2014,0.5,D5,2043,0,0,0,47614,BERKELEY,Physics,Phys,Physics
AAPOINT24426,LOCHGILPHEAD,SCOTLAND,UNITED-KINGDOM,2014,0,D5,7355,0,0,0,7718,LOCHGILPHEAD,Physics,Phys,Physics
AAPOINT24692,PORTREE,SCOTLAND,UNITED-KINGDOM,2014,0,D5,7078,0,0,0,10177,PORTREE,Physics,Phys,Physics
AAPOLY24214,HEMPSTEAD,ENGLAND,UNITED-KINGDOM,2014,0,D5,2791,0,0,0,63535,HEMPSTEAD,Physics,Phys,Physics
AAPOLY24949,TAUNTON,ENGLAND,UNITED-KINGDOM,2014,0.858333333333333,D5,2104,0,0,0,351340,TAUNTON,Physics,Phys,Physics
AAPOLY23793,CANTERBURY,ENGLAND,UNITED-KINGDOM,2014,27.9277777777778,D5,741,2958.3,1,3,1265709,CANTERBURY,Physics,Phys,Physics
AAPOINT24083,FT-WILLIAM,SCOTLAND,UNITED-KINGDOM,2014,0,D5,5276,0,0,0,8794,FT-WILLIAM,Physics,Phys,Physics
AAPOLY24676,PLYMOUTH,ENGLAND,UNITED-KINGDOM,2014,10.8534188034188,D5,1603,1550,0,3,450226,PLYMOUTH,Physics,Phys,Physics
AAPOLY23674,BLACKPOOL,ENGLAND,UNITED-KINGDOM,2014,0,D5,1450,0,0,0,404513,BLACKPOOL,Physics,Phys,Physics
AAPOLY24684,POOLE,ENGLAND,UNITED-KINGDOM,2014,3.325,D5,793,1155,0,2,776199,POOLE,Physics,Phys,Physics
AAPOLY23804,CARSTAIRS,SCOTLAND,UNITED-KINGDOM,2014,0,D5,2203,0,0,0,33958,CARSTAIRS,Physics,Phys,Physics
AAPOLY24610,OBAN,SCOTLAND,UNITED-KINGDOM,2014,0.2,D5,3099,0,0,0,9744,OBAN,Physics,Phys,Physics
AAPOINT24794,SCILLY,ENGLAND,UNITED-KINGDOM,2014,0,D5,5333,0,0,0,0,SCILLY,Physics,Phys,Physics
AAPOLY24773,SAINT-LEONARDS-ON-SEA,ENGLAND,UNITED-KINGDOM,2014,1.25,D5,2683,0,0,0,154573,SAINT-LEONARDS-ON-SEA,Physics,Phys,Physics
AAPOLY24779,SALISBURY,ENGLAND,UNITED-KINGDOM,2014,5,D5,1761,645,0,1,398971,SALISBURY,Physics,Phys,Physics
AAPOLY24758,RUGBY,ENGLAND,UNITED-KINGDOM,2014,1.66666666666667,D5,1241,0,0,0,288139,RUGBY,Physics,Phys,Physics
AAPOLY23682,BODMIN,ENGLAND,UNITED-KINGDOM,2014,0,D5,1567,0,0,0,42698,BODMIN,Physics,Phys,Physics
AAPOLY24686,PORTAFERRY,NORTH-IRELAND,UNITED-KINGDOM,2014,0,D5,1004,0,0,0,44868,PORTAFERRY,Physics,Phys,Physics
AAPOLY23768,BURTON-UPON-TRENT,ENGLAND,UNITED-KINGDOM,2014,1,D5,1336,0,0,0,490213,BURTON-UPON-TRENT,Physics,Phys,Physics
AALIGNE23586,BAKEWELL,ENGLAND,UNITED-KINGDOM,2014,0,D5,4183,0,0,0,8200,BAKEWELL,Physics,Phys,Physics
AAPOLY24792,SCALLOWAY,SCOTLAND,UNITED-KINGDOM,2014,0,D5,1254,0,0,0,11372,SCALLOWAY,Physics,Phys,Physics
AAPOLY24732,RHYL,WALES,UNITED-KINGDOM,2014,0,D5,1820,0,0,0,48218,RHYL,Physics,Phys,Physics
AAPOLY23984,DUNDEE,SCOTLAND,UNITED-KINGDOM,2014,82.3137085137085,D5,1650,2959.51,2,5,493356,DUNDEE,Physics,Phys,Physics
AAPOLY24077,FRAMLINGHAM,ENGLAND,UNITED-KINGDOM,2014,0.5,D5,2002,0,0,0,39629,FRAMLINGHAM,Physics,Phys,Physics
AAPOLY23878,COLERAINE,NORTH-IRELAND,UNITED-KINGDOM,2014,2.91666666666667,D5,1419,534.4,1,1,106037,COLERAINE,Physics,Phys,Physics
AAPOLY23979,DUMFRIES,SCOTLAND,UNITED-KINGDOM,2014,0.166666666666667,D5,2071,104.415,3,3,67916,DUMFRIES,Physics,Phys,Physics
AAPOLY24028,E-MALLING,ENGLAND,UNITED-KINGDOM,2014,4.22619047619048,D5,1370,258.3,1,1,1342096,MEDWAY,Physics,Phys,Physics
AAPOLY24500,MENAI-BRIDGE,WALES,UNITED-KINGDOM,2014,16.9246031746032,D5,1831,802.0375,1,1,195914,BANGOR,Physics,Phys,Physics
AAPOLY24517,MILTON-KEYNES,ENGLAND,UNITED-KINGDOM,2014,71.8552225552226,D5,2316,7572.99509,1,4,1587511,MILTON-KEYNES,Physics,Phys,Physics
AAPOLY24720,READING,ENGLAND,UNITED-KINGDOM,2014,70.446626984127,D5,829,2485,0,4,1673966,READING,Physics,Phys,Physics
AAPOLY24926,SUTTON,ENGLAND,UNITED-KINGDOM,2014,3.33333333333333,D5,2471,1171,1,2,653065,SUTTON,Physics,Phys,Physics
AAPOLY24793,SCARBOROUGH,ENGLAND,UNITED-KINGDOM,2014,0,D5,1663,10.65,1,1,157353,SCARBOROUGH,Physics,Phys,Physics
AAPOLY25008,UPPER-HEYFORD,ENGLAND,UNITED-KINGDOM,2014,0,D5,1931,0,0,0,25454,UPPER-HEYFORD,Physics,Phys,Physics
