idcomposite,nom_agglocomposite,province,pays,year,nb_pub,discipline,gid,astaff2014,nbestim,nbuniv,pop2011,label,label_ds,label_dsh,label_d
AD11920,LEICESTER,ENGLAND,UNITED-KINGDOM,2014,278.963726551227,D7,473,4345,0,3,620795,LEICESTER,Engineering,Eng,Engineering science
AD12057,NOTTINGHAM,ENGLAND,UNITED-KINGDOM,2014,322.002281746032,D7,476,5444,2,3,1192343,NOTTINGHAM,Engineering,Eng,Engineering science
AD5280,NORWICH,ENGLAND,UNITED-KINGDOM,2014,32.3759783798577,D7,500,1855,0,2,549138,NORWICH,Engineering,Eng,Engineering science
AD11525,CAMBRIDGE,ENGLAND,UNITED-KINGDOM,2014,475.494201631701,D7,597,6216.5,1,2,220311,CAMBRIDGE,Engineering,Eng,Engineering science
AAPOLY24952,TEDDINGTON,ENGLAND,UNITED-KINGDOM,2014,0.791666666666667,D8,1547,1355,0,3,1070437,TEDDINGTON,Mathematics,Math,Mathematics
AAPOLY23795,CARDIFF,WALES,UNITED-KINGDOM,2014,26.4027777777778,D8,1010,6000,0,3,1739363,CARDIFF,Mathematics,Math,Mathematics
AAPOLY24817,SHEPTON-MALLET,ENGLAND,UNITED-KINGDOM,2014,0,D8,1763,0,0,0,93734,SHEPTON-MALLET,Mathematics,Math,Mathematics
AAPOINT24580,NEWTOWN,WALES,UNITED-KINGDOM,2014,0,D8,7876,0,0,0,11357,NEWTOWN,Mathematics,Math,Mathematics
AALIGNE24165,HARLECH,WALES,UNITED-KINGDOM,2014,0,D8,4186,0,0,0,1540,HARLECH,Mathematics,Math,Mathematics
AAPOINT24565,NEW-ISLAND,FALKLANDS,UNITED-KINGDOM,2014,0,D8,6190,0,0,0,0,NEW-ISLAND,Mathematics,Math,Mathematics
AAPOLY23731,BRIGHTON,ENGLAND,UNITED-KINGDOM,2014,13.2666666666667,D8,1939,3450,0,2,1304209,BRIGHTON,Mathematics,Math,Mathematics
AAPOLY24666,PETERBOROUGH,ENGLAND,UNITED-KINGDOM,2014,0,D8,819,10.92,1,1,823544,PETERBOROUGH,Mathematics,Math,Mathematics
AAPOINT24110,GOOSE-GREEN,FALKLANDS-ISLANDS,UNITED-KINGDOM,2014,0,D8,5190,0,0,0,0,GOOSE-GREEN,Mathematics,Math,Mathematics
AALIGNE23910,CRIANLARICH,SCOTLAND,UNITED-KINGDOM,2014,0,D8,4184,0,0,0,11312,CRIANLARICH,Mathematics,Math,Mathematics
AAPOLY24444,LOW-HARKER,ENGLAND,UNITED-KINGDOM,2014,0,D8,886,183.12,1,1,116286,CARLISLE,Mathematics,Math,Mathematics
AAPOINT23980,DUNBAR,SCOTLAND,UNITED-KINGDOM,2014,0,D8,6549,0,0,0,13337,DUNBAR,Mathematics,Math,Mathematics
AAPOINT24910,STORNOWAY,SCOTLAND,UNITED-KINGDOM,2014,0,D8,6408,0,0,0,7622,STORNOWAY,Mathematics,Math,Mathematics
AAPOLY24330,KINGS-LYNN,ENGLAND,UNITED-KINGDOM,2014,0,D8,1409,0,0,0,212704,KINGS-LYNN,Mathematics,Math,Mathematics
AAPOLY24939,TADCASTER,ENGLAND,UNITED-KINGDOM,2014,0,D8,2211,0,0,0,25821,TADCASTER,Mathematics,Math,Mathematics
AAPOLY24134,GREENOCK,SCOTLAND,UNITED-KINGDOM,2014,0,D8,2356,35,0,1,190891,DUNOON,Mathematics,Math,Mathematics
AAPOLY25165,WREXHAM,WALES,UNITED-KINGDOM,2014,0.5,D8,2017,562.9625,1,2,379984,WREXHAM,Mathematics,Math,Mathematics
AAPOLY24086,GALASHIELS,SCOTLAND,UNITED-KINGDOM,2014,0,D8,1607,23,1,1,121701,GALASHIELS,Mathematics,Math,Mathematics
AAPOLY23511,ACHARACLE,SCOTLAND,UNITED-KINGDOM,2014,0,D8,1964,0,0,0,11168,ACHARACLE,Mathematics,Math,Mathematics
AAPOLY24621,ORKNEY,SCOTLAND,UNITED-KINGDOM,2014,0,D8,761,0,0,0,21349,ORKNEY,Mathematics,Math,Mathematics
AAPOLY24505,MIDDLESBROUGH,ENGLAND,UNITED-KINGDOM,2014,0.125,D8,900,700,0,1,854738,MIDDLESBROUGH,Mathematics,Math,Mathematics
AAPOLY23636,BELLSHILL,ENGLAND,UNITED-KINGDOM,2014,0,D8,2419,0,0,0,22121,BELLSHILL,Mathematics,Math,Mathematics
AAPOLY23607,BARNSTAPLE,ENGLAND,UNITED-KINGDOM,2014,0,D8,2904,0,0,0,133985,BARNSTAPLE,Mathematics,Math,Mathematics
AAPOINT24285,INGATESTONE,ENGLAND,UNITED-KINGDOM,2014,0,D8,7712,0,0,0,5966,INGATESTONE,Mathematics,Math,Mathematics
AAPOLY24319,KIDDERMINSTER,ENGLAND,UNITED-KINGDOM,2014,0,D8,2328,0,0,0,91485,KIDDERMINSTER,Mathematics,Math,Mathematics
AAPOINT24466,MAGHERAFELT,NORTH-IRELAND,UNITED-KINGDOM,2014,0,D8,5534,0,0,0,10955,MAGHERAFELT,Mathematics,Math,Mathematics
AAPOLY24534,MORPETH,ENGLAND,UNITED-KINGDOM,2014,0,D8,690,0,0,0,151020,MORPETH,Mathematics,Math,Mathematics
AAPOINT24877,STANLEY,FALKLANDS,UNITED-KINGDOM,2014,0,D8,5577,0,0,0,0,STANLEY,Mathematics,Math,Mathematics
AAPOLY24756,ROYSTON,ENGLAND,UNITED-KINGDOM,2014,0,D8,2223,0,0,0,71856,ROYSTON,Mathematics,Math,Mathematics
AAPOLY24220,HEREFORD,ENGLAND,UNITED-KINGDOM,2014,0,D8,3038,0,0,0,270982,HEREFORD,Mathematics,Math,Mathematics
AAPOLY24886,STEETON,ENGLAND,UNITED-KINGDOM,2014,0.5,D8,1886,0,0,0,314912,STEETON,Mathematics,Math,Mathematics
AAPOLY24831,SHREWSBURY,ENGLAND,UNITED-KINGDOM,2014,0,D8,1287,25.8,1,1,250970,SHREWSBURY,Mathematics,Math,Mathematics
AAPOLY24800,SEASCALE,ENGLAND,UNITED-KINGDOM,2014,0.5,D8,2176,46.2,1,1,153951,AMBLESIDE,Mathematics,Math,Mathematics
AAPOLY24657,PENGLAIS,WALES,UNITED-KINGDOM,2014,2.5,D8,2357,940,0,1,65668,ABERYSTWYTH,Mathematics,Math,Mathematics
AAPOLY24041,EXETER,ENGLAND,UNITED-KINGDOM,2014,14.0166666666667,D8,2569,1260,1,1,618906,EXETER,Mathematics,Math,Mathematics
AAPOLY23714,BRECON,WALES,UNITED-KINGDOM,2014,0,D8,1714,0,0,0,25438,BRECON,Mathematics,Math,Mathematics
AAPOINT23756,BUDE,ENGLAND,UNITED-KINGDOM,2014,0,D8,8234,0,0,0,9222,BUDE,Mathematics,Math,Mathematics
AAPOLY24389,LINCOLN,ENGLAND,UNITED-KINGDOM,2014,0.625,D8,676,1025,0,2,307859,LINCOLN,Mathematics,Math,Mathematics
AAPOLY23876,COLCHESTER,ENGLAND,UNITED-KINGDOM,2014,9.73611111111111,D8,2303,1647.58,1,4,1228793,COLCHESTER,Mathematics,Math,Mathematics
AAPOLY24334,KINGSTON-UPON-HULL,ENGLAND,UNITED-KINGDOM,2014,2.12777777777778,D8,902,1054.35,1,1,832545,KINGSTON-U-HULL,Mathematics,Math,Mathematics
AAPOLY24662,PENRYN,ENGLAND,UNITED-KINGDOM,2014,0,D8,1157,835,1,2,326325,PENRYN,Mathematics,Math,Mathematics
AAPOLY24189,HAVERFORDWEST,WALES,UNITED-KINGDOM,2014,0,D8,1284,0,0,0,63666,HAVERFORDWEST,Mathematics,Math,Mathematics
AAPOINT24380,LES-AUGRES-MANOR,TRINITY,UNITED-KINGDOM,2014,0,D8,6154,0,0,0,0,LES-AUGRES-MANOR,Mathematics,Math,Mathematics
AAPOLY24667,PETERHEAD,SCOTLAND,UNITED-KINGDOM,2014,0,D8,2010,0,0,0,33176,PETERHEAD,Mathematics,Math,Mathematics
AAPOLY24392,LIPHOOK,ENGLAND,UNITED-KINGDOM,2014,0,D8,2517,0,0,0,217631,LIPHOOK,Mathematics,Math,Mathematics
AAPOLY23602,BARNARD-CASTLE,ENGLAND,UNITED-KINGDOM,2014,0,D8,2067,0,0,0,5053,BARNARD-CASTLE,Mathematics,Math,Mathematics
AAPOLY23640,BERKELEY,ENGLAND,UNITED-KINGDOM,2014,0,D8,2043,0,0,0,47614,BERKELEY,Mathematics,Math,Mathematics
AAPOINT24426,LOCHGILPHEAD,SCOTLAND,UNITED-KINGDOM,2014,0,D8,7355,0,0,0,7718,LOCHGILPHEAD,Mathematics,Math,Mathematics
AAPOINT24692,PORTREE,SCOTLAND,UNITED-KINGDOM,2014,0,D8,7078,0,0,0,10177,PORTREE,Mathematics,Math,Mathematics
AAPOLY24214,HEMPSTEAD,ENGLAND,UNITED-KINGDOM,2014,0,D8,2791,0,0,0,63535,HEMPSTEAD,Mathematics,Math,Mathematics
AAPOLY24949,TAUNTON,ENGLAND,UNITED-KINGDOM,2014,0,D8,2104,0,0,0,351340,TAUNTON,Mathematics,Math,Mathematics
AAPOLY23793,CANTERBURY,ENGLAND,UNITED-KINGDOM,2014,25.0055555555556,D8,741,2958.3,1,3,1265709,CANTERBURY,Mathematics,Math,Mathematics
AAPOINT24083,FT-WILLIAM,SCOTLAND,UNITED-KINGDOM,2014,0,D8,5276,0,0,0,8794,FT-WILLIAM,Mathematics,Math,Mathematics
AAPOLY24676,PLYMOUTH,ENGLAND,UNITED-KINGDOM,2014,7.25,D8,1603,1550,0,3,450226,PLYMOUTH,Mathematics,Math,Mathematics
AAPOLY23674,BLACKPOOL,ENGLAND,UNITED-KINGDOM,2014,0.25,D8,1450,0,0,0,404513,BLACKPOOL,Mathematics,Math,Mathematics
AAPOLY24684,POOLE,ENGLAND,UNITED-KINGDOM,2014,3,D8,793,1155,0,2,776199,POOLE,Mathematics,Math,Mathematics
AAPOLY23804,CARSTAIRS,SCOTLAND,UNITED-KINGDOM,2014,0,D8,2203,0,0,0,33958,CARSTAIRS,Mathematics,Math,Mathematics
AAPOLY24610,OBAN,SCOTLAND,UNITED-KINGDOM,2014,0,D8,3099,0,0,0,9744,OBAN,Mathematics,Math,Mathematics
AAPOINT24794,SCILLY,ENGLAND,UNITED-KINGDOM,2014,0,D8,5333,0,0,0,0,SCILLY,Mathematics,Math,Mathematics
AAPOLY24773,SAINT-LEONARDS-ON-SEA,ENGLAND,UNITED-KINGDOM,2014,0,D8,2683,0,0,0,154573,SAINT-LEONARDS-ON-SEA,Mathematics,Math,Mathematics
AAPOLY24779,SALISBURY,ENGLAND,UNITED-KINGDOM,2014,0.666666666666667,D8,1761,645,0,1,398971,SALISBURY,Mathematics,Math,Mathematics
AAPOLY24758,RUGBY,ENGLAND,UNITED-KINGDOM,2014,0,D8,1241,0,0,0,288139,RUGBY,Mathematics,Math,Mathematics
AAPOLY23682,BODMIN,ENGLAND,UNITED-KINGDOM,2014,0,D8,1567,0,0,0,42698,BODMIN,Mathematics,Math,Mathematics
AAPOLY24686,PORTAFERRY,NORTH-IRELAND,UNITED-KINGDOM,2014,0,D8,1004,0,0,0,44868,PORTAFERRY,Mathematics,Math,Mathematics
AAPOLY23768,BURTON-UPON-TRENT,ENGLAND,UNITED-KINGDOM,2014,0,D8,1336,0,0,0,490213,BURTON-UPON-TRENT,Mathematics,Math,Mathematics
AALIGNE23586,BAKEWELL,ENGLAND,UNITED-KINGDOM,2014,0,D8,4183,0,0,0,8200,BAKEWELL,Mathematics,Math,Mathematics
AAPOLY24792,SCALLOWAY,SCOTLAND,UNITED-KINGDOM,2014,0,D8,1254,0,0,0,11372,SCALLOWAY,Mathematics,Math,Mathematics
AAPOLY24732,RHYL,WALES,UNITED-KINGDOM,2014,0,D8,1820,0,0,0,48218,RHYL,Mathematics,Math,Mathematics
AAPOLY23984,DUNDEE,SCOTLAND,UNITED-KINGDOM,2014,26.8541666666667,D8,1650,2959.51,2,5,493356,DUNDEE,Mathematics,Math,Mathematics
AAPOLY24077,FRAMLINGHAM,ENGLAND,UNITED-KINGDOM,2014,0,D8,2002,0,0,0,39629,FRAMLINGHAM,Mathematics,Math,Mathematics
AAPOLY23878,COLERAINE,NORTH-IRELAND,UNITED-KINGDOM,2014,1.33333333333333,D8,1419,534.4,1,1,106037,COLERAINE,Mathematics,Math,Mathematics
AAPOLY23979,DUMFRIES,SCOTLAND,UNITED-KINGDOM,2014,0,D8,2071,104.415,3,3,67916,DUMFRIES,Mathematics,Math,Mathematics
AAPOLY24028,E-MALLING,ENGLAND,UNITED-KINGDOM,2014,0.5,D8,1370,258.3,1,1,1342096,MEDWAY,Mathematics,Math,Mathematics
AAPOLY24500,MENAI-BRIDGE,WALES,UNITED-KINGDOM,2014,0.333333333333333,D8,1831,802.0375,1,1,195914,BANGOR,Mathematics,Math,Mathematics
AAPOLY24517,MILTON-KEYNES,ENGLAND,UNITED-KINGDOM,2014,28.7833333333333,D8,2316,7572.99509,1,4,1587511,MILTON-KEYNES,Mathematics,Math,Mathematics
AAPOLY24720,READING,ENGLAND,UNITED-KINGDOM,2014,14.9166666666667,D8,829,2485,0,4,1673966,READING,Mathematics,Math,Mathematics
AAPOLY24926,SUTTON,ENGLAND,UNITED-KINGDOM,2014,0,D8,2471,1171,1,2,653065,SUTTON,Mathematics,Math,Mathematics
AAPOLY24793,SCARBOROUGH,ENGLAND,UNITED-KINGDOM,2014,0,D8,1663,10.65,1,1,157353,SCARBOROUGH,Mathematics,Math,Mathematics
AAPOLY25008,UPPER-HEYFORD,ENGLAND,UNITED-KINGDOM,2014,0,D8,1931,0,0,0,25454,UPPER-HEYFORD,Mathematics,Math,Mathematics
AAPOINT24351,LAIDE,SCOTLAND,UNITED-KINGDOM,2014,0,D8,5791,0,0,0,12229,LAIDE,Mathematics,Math,Mathematics
AALIGNE24032,ENNISKILLEN,NORTH-IRELAND,UNITED-KINGDOM,2014,0,D8,4185,0,0,0,24032,ENNISKILLEN,Mathematics,Math,Mathematics
AAPOLY25109,WIGTOWN,SCOTLAND,UNITED-KINGDOM,2014,0,D8,2503,0,0,0,9050,WIGTOWN,Mathematics,Math,Mathematics
AAPOLY24892,ST-MARTINS,ENGLAND,UNITED-KINGDOM,2014,0,D8,2592,0,0,0,0,ST-MARTINS,Mathematics,Math,Mathematics
AALIGNE24337,KINGUSSIE,SCOTLAND,UNITED-KINGDOM,2014,0,D8,4187,0,0,0,13676,KINGUSSIE,Mathematics,Math,Mathematics
AAPOLY24272,HUNTLY,SCOTLAND,UNITED-KINGDOM,2014,0,D8,2165,0,0,0,104092,HUNTLY,Mathematics,Math,Mathematics
AALIGNE24871,SPILSBY,ENGLAND,UNITED-KINGDOM,2014,0,D8,4190,0,0,0,18204,SPILSBY,Mathematics,Math,Mathematics
AAPOLY24300,KEELE,ENGLAND,UNITED-KINGDOM,2014,0.333333333333333,D8,1553,2209,2,5,1143849,KEELE,Mathematics,Math,Mathematics
AAPOLY24307,KENDAL,ENGLAND,UNITED-KINGDOM,2014,0,D8,2278,0,1,1,71248,KENDAL,Mathematics,Math,Mathematics
AALIGNE24343,KIRKCALDY,SCOTLAND,UNITED-KINGDOM,2014,0,D8,4188,0,0,0,57537,KIRKCALDY,Mathematics,Math,Mathematics
AAPOLY24890,STIRLING,SCOTLAND,UNITED-KINGDOM,2014,6.66666666666667,D8,3074,916,1,1,583992,STIRLING,Mathematics,Math,Mathematics
AAPOINT24786,SANDOWN,ENGLAND,UNITED-KINGDOM,2014,0,D8,4935,0,0,0,14189,SANDOWN,Mathematics,Math,Mathematics
AAPOINT23963,DORNOCH,SCOTLAND,UNITED-KINGDOM,2014,0,D8,6722,0,0,0,7626,DORNOCH,Mathematics,Math,Mathematics
AAPOLY24288,INVERNESS,SCOTLAND,UNITED-KINGDOM,2014,0.833333333333333,D8,2479,37.11,2,2,104398,INVERNESS,Mathematics,Math,Mathematics
AAPOLY24934,SWANSEA,WALES,UNITED-KINGDOM,2014,20.3583333333333,D8,3092,2060,2,3,451686,SWANSEA,Mathematics,Math,Mathematics
AAPOLY24062,FFOSTRASOL,WALES,UNITED-KINGDOM,2014,0,D8,1167,0,0,0,11923,FFOSTRASOL,Mathematics,Math,Mathematics
AAPOLY24936,SWINDON,ENGLAND,UNITED-KINGDOM,2014,0.166666666666667,D8,2457,87.00490998000001,1,2,548173,SWINDON,Mathematics,Math,Mathematics
AAPOINT23939,DARTMOUTH,ENGLAND,UNITED-KINGDOM,2014,0,D8,6037,0,0,0,6822,DARTMOUTH,Mathematics,Math,Mathematics
AAPOLY23581,AYR,SCOTLAND,UNITED-KINGDOM,2014,0,D8,2959,133.295,2,2,274975,AYR,Mathematics,Math,Mathematics
AAPOLY23960,DONCASTER,ENGLAND,UNITED-KINGDOM,2014,0,D8,797,0,0,0,366682,DONCASTER,Mathematics,Math,Mathematics
AAPOLY23770,BURY-SAINT-EDMUNDS,ENGLAND,UNITED-KINGDOM,2014,0,D8,1102,0,0,0,262926,BURY-SAINT-EDMUNDS,Mathematics,Math,Mathematics
AAPOLY24674,PITLOCHRY,SCOTLAND,UNITED-KINGDOM,2014,0,D8,1814,0,0,0,9286,PITLOCHRY,Mathematics,Math,Mathematics
AD11950,LONDON,ENGLAND,UNITED-KINGDOM,2014,357.363888888889,D8,6,45616.43,4,44,10923304,LONDON,Mathematics,Math,Mathematics
AD12080,OXFORD-DIDCOT,ENGLAND,UNITED-KINGDOM,2014,135.777777777778,D8,15,8020,0,2,292495,OXFORD-DIDCOT,Mathematics,Math,Mathematics
AD11968,MANCHESTER-LIVERPOOL,ENGLAND,UNITED-KINGDOM,2014,113.216468253968,D8,109,17321.7,5,15,5831088,MANCHESTER-LIVERPOOL,Mathematics,Math,Mathematics
AD11681,EDINBURGH,SCOTLAND,UNITED-KINGDOM,2014,62.0833333333333,D8,153,6301.385,3,6,680401,EDINBURGH,Mathematics,Math,Mathematics
AD12208,SOUTHAMPTON-PROTSMOUTH,ENGLAND,UNITED-KINGDOM,2014,53.1833333333333,D8,178,5790,0,4,1264280,SOUTHAMPTON,Mathematics,Math,Mathematics
AD11449,BIRMINGHAM,ENGLAND,UNITED-KINGDOM,2014,143.911111111111,D8,192,11488,2,8,3439184,BIRMINGHAM,Mathematics,Math,Mathematics
AD11496,BRISTOL,ENGLAND,UNITED-KINGDOM,2014,108.786111111111,D8,202,6330,0,4,705326,BRISTOL,Mathematics,Math,Mathematics
AD11739,GLASGOW,SCOTLAND,UNITED-KINGDOM,2014,48.3125,D8,219,6236.57,3,7,1384797,GLASGOW,Mathematics,Math,Mathematics
AD5683,YORK,ENGLAND,UNITED-KINGDOM,2014,25.0472222222222,D8,243,1990,0,2,250718,YORK,Mathematics,Math,Mathematics
AD11910,LANCASTER,ENGLAND,UNITED-KINGDOM,2014,31.5111111111111,D8,265,1905.1,0,1,68566,LANCASTER,Mathematics,Math,Mathematics
AD11428,BELFAST,NORTH-IRELAND,UNITED-KINGDOM,2014,12.25,D8,272,2088.025,1,4,703353,BELFAST,Mathematics,Math,Mathematics
AD11919,LEEDS,ENGLAND,UNITED-KINGDOM,2014,36.25,D8,352,6460,0,6,2108519,LEEDS,Mathematics,Math,Mathematics
AD12184,SHEFFIELD,ENGLAND,UNITED-KINGDOM,2014,33.7611111111111,D8,381,5267.5,1,3,970902,SHEFFIELD,Mathematics,Math,Mathematics
AD12033,NEWCASTLE-UPON-TYNE,ENGLAND,UNITED-KINGDOM,2014,58.7777777777778,D8,424,6675,0,4,1608302,NEWCASTLE-U-TYNE,Mathematics,Math,Mathematics
AD11336,ABERDEEN,SCOTLAND,UNITED-KINGDOM,2014,17.8666666666667,D8,464,2451.4,1,3,233581,ABERDEEN,Mathematics,Math,Mathematics
AD11920,LEICESTER,ENGLAND,UNITED-KINGDOM,2014,34.375,D8,473,4345,0,3,620795,LEICESTER,Mathematics,Math,Mathematics
AD12057,NOTTINGHAM,ENGLAND,UNITED-KINGDOM,2014,41.0972222222222,D8,476,5444,2,3,1192343,NOTTINGHAM,Mathematics,Math,Mathematics
AD5280,NORWICH,ENGLAND,UNITED-KINGDOM,2014,17.9166666666667,D8,500,1855,0,2,549138,NORWICH,Mathematics,Math,Mathematics
AD11525,CAMBRIDGE,ENGLAND,UNITED-KINGDOM,2014,125.617261904762,D8,597,6216.5,1,2,220311,CAMBRIDGE,Mathematics,Math,Mathematics
AAPOLY24952,TEDDINGTON,ENGLAND,UNITED-KINGDOM,2014,29.5958333333333,D10,1547,1355,0,3,1070437,TEDDINGTON,Arts & Humanities,Hum,Humanities
AAPOLY23795,CARDIFF,WALES,UNITED-KINGDOM,2014,152.814165082594,D10,1010,6000,0,3,1739363,CARDIFF,Arts & Humanities,Hum,Humanities
AAPOLY24817,SHEPTON-MALLET,ENGLAND,UNITED-KINGDOM,2014,0.666666666666667,D10,1763,0,0,0,93734,SHEPTON-MALLET,Arts & Humanities,Hum,Humanities
AAPOINT24580,NEWTOWN,WALES,UNITED-KINGDOM,2014,0,D10,7876,0,0,0,11357,NEWTOWN,Arts & Humanities,Hum,Humanities
AALIGNE24165,HARLECH,WALES,UNITED-KINGDOM,2014,0,D10,4186,0,0,0,1540,HARLECH,Arts & Humanities,Hum,Humanities
AAPOINT24565,NEW-ISLAND,FALKLANDS,UNITED-KINGDOM,2014,0,D10,6190,0,0,0,0,NEW-ISLAND,Arts & Humanities,Hum,Humanities
AAPOLY23731,BRIGHTON,ENGLAND,UNITED-KINGDOM,2014,164.283534243534,D10,1939,3450,0,2,1304209,BRIGHTON,Arts & Humanities,Hum,Humanities
AAPOLY24666,PETERBOROUGH,ENGLAND,UNITED-KINGDOM,2014,6.72777777777778,D10,819,10.92,1,1,823544,PETERBOROUGH,Arts & Humanities,Hum,Humanities
AAPOINT24110,GOOSE-GREEN,FALKLANDS-ISLANDS,UNITED-KINGDOM,2014,0,D10,5190,0,0,0,0,GOOSE-GREEN,Arts & Humanities,Hum,Humanities
AALIGNE23910,CRIANLARICH,SCOTLAND,UNITED-KINGDOM,2014,0,D10,4184,0,0,0,11312,CRIANLARICH,Arts & Humanities,Hum,Humanities
AAPOLY24444,LOW-HARKER,ENGLAND,UNITED-KINGDOM,2014,1,D10,886,183.12,1,1,116286,CARLISLE,Arts & Humanities,Hum,Humanities
AAPOINT23980,DUNBAR,SCOTLAND,UNITED-KINGDOM,2014,0,D10,6549,0,0,0,13337,DUNBAR,Arts & Humanities,Hum,Humanities
AAPOINT24910,STORNOWAY,SCOTLAND,UNITED-KINGDOM,2014,1,D10,6408,0,0,0,7622,STORNOWAY,Arts & Humanities,Hum,Humanities
AAPOLY24330,KINGS-LYNN,ENGLAND,UNITED-KINGDOM,2014,1.625,D10,1409,0,0,0,212704,KINGS-LYNN,Arts & Humanities,Hum,Humanities
AAPOLY24939,TADCASTER,ENGLAND,UNITED-KINGDOM,2014,0,D10,2211,0,0,0,25821,TADCASTER,Arts & Humanities,Hum,Humanities
AAPOLY24134,GREENOCK,SCOTLAND,UNITED-KINGDOM,2014,2.00709219858156,D10,2356,35,0,1,190891,DUNOON,Arts & Humanities,Hum,Humanities
AAPOLY25165,WREXHAM,WALES,UNITED-KINGDOM,2014,4.07490079365079,D10,2017,562.9625,1,2,379984,WREXHAM,Arts & Humanities,Hum,Humanities
AAPOLY24086,GALASHIELS,SCOTLAND,UNITED-KINGDOM,2014,3.5,D10,1607,23,1,1,121701,GALASHIELS,Arts & Humanities,Hum,Humanities
AAPOLY23511,ACHARACLE,SCOTLAND,UNITED-KINGDOM,2014,0,D10,1964,0,0,0,11168,ACHARACLE,Arts & Humanities,Hum,Humanities
AAPOLY24621,ORKNEY,SCOTLAND,UNITED-KINGDOM,2014,1.26666666666667,D10,761,0,0,0,21349,ORKNEY,Arts & Humanities,Hum,Humanities
AAPOLY24505,MIDDLESBROUGH,ENGLAND,UNITED-KINGDOM,2014,17.1305555555556,D10,900,700,0,1,854738,MIDDLESBROUGH,Arts & Humanities,Hum,Humanities
AAPOLY23636,BELLSHILL,ENGLAND,UNITED-KINGDOM,2014,0.066666666666667,D10,2419,0,0,0,22121,BELLSHILL,Arts & Humanities,Hum,Humanities
AAPOLY23607,BARNSTAPLE,ENGLAND,UNITED-KINGDOM,2014,0,D10,2904,0,0,0,133985,BARNSTAPLE,Arts & Humanities,Hum,Humanities
AAPOINT24285,INGATESTONE,ENGLAND,UNITED-KINGDOM,2014,0,D10,7712,0,0,0,5966,INGATESTONE,Arts & Humanities,Hum,Humanities
AAPOLY24319,KIDDERMINSTER,ENGLAND,UNITED-KINGDOM,2014,0.583333333333333,D10,2328,0,0,0,91485,KIDDERMINSTER,Arts & Humanities,Hum,Humanities
AAPOINT24466,MAGHERAFELT,NORTH-IRELAND,UNITED-KINGDOM,2014,0,D10,5534,0,0,0,10955,MAGHERAFELT,Arts & Humanities,Hum,Humanities
AAPOLY24534,MORPETH,ENGLAND,UNITED-KINGDOM,2014,0.777777777777778,D10,690,0,0,0,151020,MORPETH,Arts & Humanities,Hum,Humanities
AAPOINT24877,STANLEY,FALKLANDS,UNITED-KINGDOM,2014,0,D10,5577,0,0,0,0,STANLEY,Arts & Humanities,Hum,Humanities
AAPOLY24756,ROYSTON,ENGLAND,UNITED-KINGDOM,2014,0,D10,2223,0,0,0,71856,ROYSTON,Arts & Humanities,Hum,Humanities
AAPOLY24220,HEREFORD,ENGLAND,UNITED-KINGDOM,2014,0,D10,3038,0,0,0,270982,HEREFORD,Arts & Humanities,Hum,Humanities
AAPOLY24886,STEETON,ENGLAND,UNITED-KINGDOM,2014,1.16666666666667,D10,1886,0,0,0,314912,STEETON,Arts & Humanities,Hum,Humanities
AAPOLY24831,SHREWSBURY,ENGLAND,UNITED-KINGDOM,2014,2.26666666666667,D10,1287,25.8,1,1,250970,SHREWSBURY,Arts & Humanities,Hum,Humanities
AAPOLY24800,SEASCALE,ENGLAND,UNITED-KINGDOM,2014,1.28846153846154,D10,2176,46.2,1,1,153951,AMBLESIDE,Arts & Humanities,Hum,Humanities
AAPOLY24657,PENGLAIS,WALES,UNITED-KINGDOM,2014,34.7142857142857,D10,2357,940,0,1,65668,ABERYSTWYTH,Arts & Humanities,Hum,Humanities
AAPOLY24041,EXETER,ENGLAND,UNITED-KINGDOM,2014,134.804743867244,D10,2569,1260,1,1,618906,EXETER,Arts & Humanities,Hum,Humanities
AAPOLY23714,BRECON,WALES,UNITED-KINGDOM,2014,0,D10,1714,0,0,0,25438,BRECON,Arts & Humanities,Hum,Humanities
AAPOINT23756,BUDE,ENGLAND,UNITED-KINGDOM,2014,0,D10,8234,0,0,0,9222,BUDE,Arts & Humanities,Hum,Humanities
AAPOLY24389,LINCOLN,ENGLAND,UNITED-KINGDOM,2014,24.5083333333333,D10,676,1025,0,2,307859,LINCOLN,Arts & Humanities,Hum,Humanities
AAPOLY23876,COLCHESTER,ENGLAND,UNITED-KINGDOM,2014,74.2314814814815,D10,2303,1647.58,1,4,1228793,COLCHESTER,Arts & Humanities,Hum,Humanities
AAPOLY24334,KINGSTON-UPON-HULL,ENGLAND,UNITED-KINGDOM,2014,56.7047619047619,D10,902,1054.35,1,1,832545,KINGSTON-U-HULL,Arts & Humanities,Hum,Humanities
AAPOLY24662,PENRYN,ENGLAND,UNITED-KINGDOM,2014,13.2111111111111,D10,1157,835,1,2,326325,PENRYN,Arts & Humanities,Hum,Humanities
AAPOLY24189,HAVERFORDWEST,WALES,UNITED-KINGDOM,2014,0.611111111111111,D10,1284,0,0,0,63666,HAVERFORDWEST,Arts & Humanities,Hum,Humanities
AAPOINT24380,LES-AUGRES-MANOR,TRINITY,UNITED-KINGDOM,2014,0,D10,6154,0,0,0,0,LES-AUGRES-MANOR,Arts & Humanities,Hum,Humanities
