X1,idcomposite,nom_agglocomposite,province,pays,year,nb_pub,discipline,pop2012,ec_dads_etp_2014,label_ds,label_dsh,label_d,city_label
1,AAPOINT8268,VILLEFRANCHE-DE-ROUERGUE,NA,FRANCE,2014,0.833333333333333,D1,11712,NA,Basic biology,Bbio,Basic biology,NA
2,AAPOLY7393,PAMIERS,NA,FRANCE,2014,0.5,D1,64312,NA,Basic biology,Bbio,Basic biology,PAMIERS
3,AAPOLY5592,ARGENTAN,NA,FRANCE,2014,0,D1,20458,NA,Basic biology,Bbio,Basic biology,NA
4,AAPOLY7284,MULHOUSE,NA,FRANCE,2014,19.0040053322033,D1,646763,Under_NDA,Basic biology,Bbio,Basic biology,MULHOUSE
5,AAPOLY7634,ROUEN,NA,FRANCE,2014,60.6151798893911,D1,826947,Under_NDA,Basic biology,Bbio,Basic biology,ROUEN
6,AAPOLY7868,SAINT-PIERRE-LES-NEMOURS,NA,FRANCE,2014,0.333333333333333,D1,82607,NA,Basic biology,Bbio,Basic biology,NA
7,AAPOLY6285,DIGNE-LES-BAINS,NA,FRANCE,2014,0.2,D1,36227,Under_NDA,Basic biology,Bbio,Basic biology,DIGNE
8,AAPOLY8230,VESOUL,NA,FRANCE,2014,0.166666666666667,D1,27605,Under_NDA,Basic biology,Bbio,Basic biology,VESOUL
9,AAPOLY7330,NOUMEA,NEW-CALEDONIA,FRANCE,2014,6.69166666666667,D1,175221.5,NA,Basic biology,Bbio,Basic biology,NOUMEA
10,AAPOLY5967,CARCASSONNE,NA,FRANCE,2014,0,D1,205457,Under_NDA,Basic biology,Bbio,Basic biology,CARCASSONNE
11,AAPOLY8303,VILLIERS-EN-BOIS,NA,FRANCE,2014,4.38571428571429,D1,186122,Under_NDA,Basic biology,Bbio,Basic biology,NA
12,AAPOLY6426,FONT-ROMEU,NA,FRANCE,2014,0.5,D1,24782,NA,Basic biology,Bbio,Basic biology,FT-ROMEU
13,AAPOLY7363,ORLEANS,NA,FRANCE,2014,34.3609397770688,D1,454695,Under_NDA,Basic biology,Bbio,Basic biology,ORLEANS
14,AAPOLY7405,PAU,NA,FRANCE,2014,18.0361111111111,D1,433429,Under_NDA,Basic biology,Bbio,Basic biology,PAU
15,AAPOLY5937,CAHORS,NA,FRANCE,2014,0.083333333333333,D1,73996,NA,Basic biology,Bbio,Basic biology,CAHORS
16,AAPOLY10630,RHEINMUNSTER,NA,FRANCE,2014,1.35119047619048,D1,202077,NA,Basic biology,Bbio,Basic biology,NA
17,AAPOLY6547,GUADELOUPE,NA,FRANCE,2014,0.166666666666667,D1,122919,NA,Basic biology,Bbio,Basic biology,NA
18,AAPOLY7417,PERONNE,NA,FRANCE,2014,1.02045454545455,D1,101651,Under_NDA,Basic biology,Bbio,Basic biology,PERONNE
19,AAPOLY6410,FLORAC,NA,FRANCE,2014,0,D1,24345,NA,Basic biology,Bbio,Basic biology,FLORAC
20,AAPOLY6028,CHALONS-SUR-MARNE,NA,FRANCE,2014,0.266666666666667,D1,81127,Under_NDA,Basic biology,Bbio,Basic biology,NA
21,AAPOLY6060,CHARLEVILLE-MEZIERES,NA,FRANCE,2014,0.575,D1,163942,Under_NDA,Basic biology,Bbio,Basic biology,CHARLEVILLE
22,AAPOLY6794,LA-TREMBLADE,NA,FRANCE,2014,3.45833333333333,D1,129199,NA,Basic biology,Bbio,Basic biology,NA
23,AAPOLY5713,BASTIA,NA,FRANCE,2014,0.416666666666667,D1,71038,Under_NDA,Basic biology,Bbio,Basic biology,NA
24,AAPOLY7704,SAINT-DENIS,REUNION,FRANCE,2014,11.8621207264957,D1,626378,NA,Basic biology,Bbio,Basic biology,NA
25,AAPOLY6748,LANGON,NA,FRANCE,2014,0,D1,55913,NA,Basic biology,Bbio,Basic biology,NA
26,AAPOLY7206,MONT-DE-MARSAN,NA,FRANCE,2014,0.5,D1,151857,Under_NDA,Basic biology,Bbio,Basic biology,NA
27,AAPOLY5541,ALBI,NA,FRANCE,2014,4.78333333333333,D1,276192,Under_NDA,Basic biology,Bbio,Basic biology,ALBI
28,AAPOLY6895,LE-PUY-EN-VELAY,NA,FRANCE,2014,0.125,D1,94155,Under_NDA,Basic biology,Bbio,Basic biology,LE-PUY
29,AAPOLY6444,FREJUS,NA,FRANCE,2014,1.41666666666667,D1,286102,Under_NDA,Basic biology,Bbio,Basic biology,FREJUS
30,AAPOLY7244,MONTOLDRE,NA,FRANCE,2014,1.53333333333333,D1,163908,Under_NDA,Basic biology,Bbio,Basic biology,NA
31,AAPOLY7524,PRIGONRIEUX,NA,FRANCE,2014,0.325,D1,74433,NA,Basic biology,Bbio,Basic biology,NA
32,AAPOLY5545,ALES,NA,FRANCE,2014,1.72777777777778,D1,237989,Under_NDA,Basic biology,Bbio,Basic biology,ALES
33,AAPOLY5657,AUXERRE,NA,FRANCE,2014,0.666666666666667,D1,115267,Under_NDA,Basic biology,Bbio,Basic biology,AUXERRE
34,AAPOLY6957,LIMOGES,NA,FRANCE,2014,35.6065122820492,D1,343229,Under_NDA,Basic biology,Bbio,Basic biology,LIMOGES
35,AAPOLY6264,DANGE-SAINT-ROMAIN,NA,FRANCE,2014,1.55833333333333,D1,52777,NA,Basic biology,Bbio,Basic biology,NA
36,AAPOLY6780,LA-ROCHE-SUR-YON,NA,FRANCE,2014,0.770944741532977,D1,293960,Under_NDA,Basic biology,Bbio,Basic biology,NA
37,AAPOLY6524,GRAMAT,NA,FRANCE,2014,0,D1,73840,NA,Basic biology,Bbio,Basic biology,NA
38,AAPOLY7471,POINTE-A-PITRE,GUADELOUPE,FRANCE,2014,9.49291474654378,D1,284928,NA,Basic biology,Bbio,Basic biology,NA
39,AAPOINT5559,ANCENIS,NA,FRANCE,2014,0,D1,7504,NA,Basic biology,Bbio,Basic biology,NA
40,AAPOLY6753,LANNION,NA,FRANCE,2014,25.6669613910993,D1,220174,Under_NDA,Basic biology,Bbio,Basic biology,LANNION
41,AAPOLY6329,EGLETONS,NA,FRANCE,2014,0.333333333333333,D1,55616,NA,Basic biology,Bbio,Basic biology,NA
42,AAPOLY6166,COMPIEGNE,NA,FRANCE,2014,21.9055555555556,D1,530527,Under_NDA,Basic biology,Bbio,Basic biology,COMPIEGNE
43,AAPOLY6370,EVREUX,NA,FRANCE,2014,2.85,D1,312640,Under_NDA,Basic biology,Bbio,Basic biology,NA
44,AAPOLY7389,PAIMPONT,NA,FRANCE,2014,2.15277777777778,D1,205156,NA,Basic biology,Bbio,Basic biology,NA
45,AAPOLY6777,LA-ROCHELLE,NA,FRANCE,2014,10.6659325396825,D1,344430,Under_NDA,Basic biology,Bbio,Basic biology,LA-ROCHELLE
46,AAPOINT7567,REDON,NA,FRANCE,2014,0,D1,9306,NA,Basic biology,Bbio,Basic biology,REDON
47,AAPOLY7004,LORIENT,NA,FRANCE,2014,3.66666666666667,D1,350305,Under_NDA,Basic biology,Bbio,Basic biology,LORIENT
48,AAPOLY8106,TOULON,NA,FRANCE,2014,12.3840506715507,D1,613853,Under_NDA,Basic biology,Bbio,Basic biology,TOULON
49,AAPOLY6851,LE-CREUSOT,NA,FRANCE,2014,1.81843185550082,D1,258996,Under_NDA,Basic biology,Bbio,Basic biology,NA
50,AAPOLY5884,BRETENIERES,NA,FRANCE,2014,0.166666666666667,D1,106831,Under_NDA,Basic biology,Bbio,Basic biology,NA
51,AAPOLY5565,ANGERS,NA,FRANCE,2014,49.6570887669678,D1,421122,Under_NDA,Basic biology,Bbio,Basic biology,ANGERS
52,AAPOLY8026,SOMAIN,NA,FRANCE,2014,0.5,D1,200786,NA,Basic biology,Bbio,Basic biology,NA
53,AAPOLY7890,SAINT-SATURNIN,NA,FRANCE,2014,0.7,D1,17154,NA,Basic biology,Bbio,Basic biology,NA
54,AAPOLY8253,VILLARCEAUX,NA,FRANCE,2014,1.66666666666667,D1,216779,Under_NDA,Basic biology,Bbio,Basic biology,NA
55,AAPOLY7546,QUIMPER,NA,FRANCE,2014,1.93333333333333,D1,262877,Under_NDA,Basic biology,Bbio,Basic biology,QUIMPER
56,AAPOLY6720,LAIGLE,NA,FRANCE,2014,0.125,D1,86361,NA,Basic biology,Bbio,Basic biology,NA
57,AALIGNE6005,CAYENNE,GUIANA,FRANCE,2014,5.86992798867799,D1,87960,NA,Basic biology,Bbio,Basic biology,CAYENNE
58,AAPOLY8181,VANNES,NA,FRANCE,2014,3.8125,D1,179274,Under_NDA,Basic biology,Bbio,Basic biology,VANNES
59,AAPOLY5772,BESANCON,NA,FRANCE,2014,49.6957231461232,D1,270119,Under_NDA,Basic biology,Bbio,Basic biology,BESANCON
60,AAPOLY7138,METZ,NA,FRANCE,2014,9.86031746031746,D1,653583,Under_NDA,Basic biology,Bbio,Basic biology,METZ
61,AAPOLY8143,TROYES,NA,FRANCE,2014,2.375,D1,190768,Under_NDA,Basic biology,Bbio,Basic biology,TROYES
62,AAPOLY8270,VILLEFRANCHE-SUR-SAONE,NA,FRANCE,2014,1.75,D1,156090,Under_NDA,Basic biology,Bbio,Basic biology,NA
63,AAPOLY5529,AIMARGUES,NA,FRANCE,2014,0.833333333333333,D1,95845,NA,Basic biology,Bbio,Basic biology,NA
64,AAPOLY5649,AURILLAC,NA,FRANCE,2014,1.01282051282051,D1,47264,Under_NDA,Basic biology,Bbio,Basic biology,AURILLAC
65,AAPOLY8210,VERDUN,NA,FRANCE,2014,0,D1,36803,NA,Basic biology,Bbio,Basic biology,VERDUN
66,AAPOLY7200,MONTBELIARD,NA,FRANCE,2014,0.604166666666667,D1,245982,Under_NDA,Basic biology,Bbio,Basic biology,MONTBELIARD
67,AAPOLY7240,MONTLUCON,NA,FRANCE,2014,0.933333333333333,D1,116063,NA,Basic biology,Bbio,Basic biology,MONTLUCON
68,AAPOLY5809,BLOIS,NA,FRANCE,2014,1.33333333333333,D1,173987,Under_NDA,Basic biology,Bbio,Basic biology,BLOIS
69,AAPOLY6283,DIEPPE,NA,FRANCE,2014,0.333333333333333,D1,117026,NA,Basic biology,Bbio,Basic biology,DIEPPE
70,AAPOLY6087,CHATEAU-THIERRY,NA,FRANCE,2014,0,D1,40396,NA,Basic biology,Bbio,Basic biology,C-THIERRY
71,AAPOLY6122,CHOLET,NA,FRANCE,2014,0.783333333333333,D1,143707,Under_NDA,Basic biology,Bbio,Basic biology,NA
72,AAPOLY7814,SAINT-MALO,NA,FRANCE,2014,1.73809523809524,D1,177074,Under_NDA,Basic biology,Bbio,Basic biology,NA
73,AALIGNE6551,GUERET,NA,FRANCE,2014,0.166666666666667,D1,17002,NA,Basic biology,Bbio,Basic biology,GUERET
74,AALIGNE7527,PROVINS,NA,FRANCE,2014,0,D1,17016,NA,Basic biology,Bbio,Basic biology,PROVINS
75,AAPOLY5599,ARLES,NA,FRANCE,2014,2.15555555555556,D1,182788,Under_NDA,Basic biology,Bbio,Basic biology,ARLES
76,AAPOLY7723,SAINT-ETIENNE,NA,FRANCE,2014,32.5009947221238,D1,846494,Under_NDA,Basic biology,Bbio,Basic biology,ST-ETIENNE
77,AAPOLY5778,BETHUNE,NA,FRANCE,2014,0,D1,528617,Under_NDA,Basic biology,Bbio,Basic biology,NA
78,AAPOLY5924,BURE,NA,FRANCE,2014,0.75,D1,115848,Under_NDA,Basic biology,Bbio,Basic biology,BURE
79,AAPOLY7992,SENS,NA,FRANCE,2014,0.25,D1,52846,Under_NDA,Basic biology,Bbio,Basic biology,NA
80,AAPOLY5539,AJACCIO,NA,FRANCE,2014,0.45,D1,102435,Under_NDA,Basic biology,Bbio,Basic biology,NA
81,AAPOLY6436,FOUGERES,NA,FRANCE,2014,1.20277777777778,D1,267216,Under_NDA,Basic biology,Bbio,Basic biology,NA
82,AAPOLY8251,VILLAINES-LA-JUHEL,NA,FRANCE,2014,0.611111111111111,D1,85630,Under_NDA,Basic biology,Bbio,Basic biology,NA
83,AAPOLY6319,DURY-LES-AMIENS,NA,FRANCE,2014,25.9636452660243,D1,359527,Under_NDA,Basic biology,Bbio,Basic biology,AMIENS
84,AAPOLY6107,CHERBOURG,NA,FRANCE,2014,0.791666666666667,D1,92350,Under_NDA,Basic biology,Bbio,Basic biology,CHERBOURG
85,AAPOLY7474,POITIERS,NA,FRANCE,2014,44.0712754355623,D1,329874,Under_NDA,Basic biology,Bbio,Basic biology,POITIERS
86,AALIGNE5530,AINAY-LE-CHATEAU,NA,FRANCE,2014,0,D1,13364,NA,Basic biology,Bbio,Basic biology,NA
87,AAPOLY7846,SAINT-NAZAIRE,NA,FRANCE,2014,3.77361111111111,D1,288551,Under_NDA,Basic biology,Bbio,Basic biology,NA
88,AAPOLY7598,ROANNE,NA,FRANCE,2014,0.75,D1,194126,Under_NDA,Basic biology,Bbio,Basic biology,NA
89,AAPOLY6861,LE-HAVRE,NA,FRANCE,2014,3.65714285714286,D1,430780,Under_NDA,Basic biology,Bbio,Basic biology,LE-HAVRE
90,AALIGNE6092,CHATILLON-SUR-SEINE,NA,FRANCE,2014,0,D1,5578,NA,Basic biology,Bbio,Basic biology,NA
91,AAPOLY7438,PIERRELATTE,NA,FRANCE,2014,0.95,D1,177936,Under_NDA,Basic biology,Bbio,Basic biology,NA
92,AAPOLY6315,DUNKERQUE,NA,FRANCE,2014,2.37909356725146,D1,492191,Under_NDA,Basic biology,Bbio,Basic biology,DUNKERQUE
93,AAPOLY8148,UGINE,NA,FRANCE,2014,0,D1,46478,NA,Basic biology,Bbio,Basic biology,NA
94,AAPOLY5882,BREST,NA,FRANCE,2014,60.865452902832,D1,364018,Under_NDA,Basic biology,Bbio,Basic biology,BREST
95,AAPOLY8342,WIMEREUX,NA,FRANCE,2014,3.55555555555556,D1,203409,Under_NDA,Basic biology,Bbio,Basic biology,WIMEREUX
96,AAPOLY8116,TOURS,NA,FRANCE,2014,97.0924918580288,D1,488045,Under_NDA,Basic biology,Bbio,Basic biology,TOURS
97,AAPOLY5861,BOURGES,NA,FRANCE,2014,0.166666666666667,D1,188912,Under_NDA,Basic biology,Bbio,Basic biology,BOURGES
98,AAPOLY6286,DIJON,NA,FRANCE,2014,120.379719556137,D1,430526,Under_NDA,Basic biology,Bbio,Basic biology,DIJON
99,AAPOLY5666,AVIGNON,NA,FRANCE,2014,45.0554225608739,D1,996258,Under_NDA,Basic biology,Bbio,Basic biology,AVIGNON
100,AAPOLY5567,ANGOULEME,NA,FRANCE,2014,0.333333333333333,D1,219580,Under_NDA,Basic biology,Bbio,Basic biology,ANGOULEME
101,AAPOLY7418,PERPIGNAN,NA,FRANCE,2014,17.990873015873,D1,443138,Under_NDA,Basic biology,Bbio,Basic biology,PERPIGNAN
102,AAPOLY7396,PAPEETE,POLYNESIA,FRANCE,2014,4.0734649122807,D1,200714,NA,Basic biology,Bbio,Basic biology,PAPEETE
103,AAPOLY6109,CHESSENAZ,NA,FRANCE,2014,0,D1,65128,NA,Basic biology,Bbio,Basic biology,NA
104,AALIGNE7057,MAMOUDZOU,MAYOTTE,FRANCE,2014,0.5,D1,58197,NA,Basic biology,Bbio,Basic biology,NA
105,AAPOLY6946,LIBOURNE,NA,FRANCE,2014,1.62916666666667,D1,259718,Under_NDA,Basic biology,Bbio,Basic biology,NA
106,AAPOLY5862,BOURGOIN-JALLIEU,NA,FRANCE,2014,4.40892857142857,D1,151389,NA,Basic biology,Bbio,Basic biology,NA
107,AAPOLY5741,BEAUVAIS,NA,FRANCE,2014,3.58333333333333,D1,187149,NA,Basic biology,Bbio,Basic biology,NA
108,AAPOLY7858,SAINT-PAUL-LES-DURANCE,NA,FRANCE,2014,12.725,D1,253921,NA,Basic biology,Bbio,Basic biology,NA
109,AAPOLY7195,MONTAUBAN,NA,FRANCE,2014,0,D1,178037,Under_NDA,Basic biology,Bbio,Basic biology,NA
110,AAPOLY6598,HIRSON,NA,FRANCE,2014,0,D1,37159,NA,Basic biology,Bbio,Basic biology,NA
111,AAPOLY7415,PERIGUEUX,NA,FRANCE,2014,0.166666666666667,D1,176953,Under_NDA,Basic biology,Bbio,Basic biology,NA
112,AAPOLY6405,FLERS,NA,FRANCE,2014,0.125,D1,25298,NA,Basic biology,Bbio,Basic biology,FLERS
113,AAPOLY5840,BORDES-DE-RIVIERE,NA,FRANCE,2014,0,D1,50856,NA,Basic biology,Bbio,Basic biology,NA
114,AAPOLY7463,PLOUFRAGAN,NA,FRANCE,2014,7.80552503052503,D1,226259,Under_NDA,Basic biology,Bbio,Basic biology,NA
115,AAPOLY5566,ANGLET,NA,FRANCE,2014,1.72878787878788,D1,230734,Under_NDA,Basic biology,Bbio,Basic biology,NA
116,AAPOLY7569,REIMS,NA,FRANCE,2014,39.4959656717967,D1,352920,Under_NDA,Basic biology,Bbio,Basic biology,REIMS
117,AAPOLY7755,SAINT-GIRONS,NA,FRANCE,2014,4.80595238095238,D1,110032,NA,Basic biology,Bbio,Basic biology,ST-GIRONS
118,AAPOLY6836,LE-BOURGET-DU-LAC,NA,FRANCE,2014,10.7315340434419,D1,560793,Under_NDA,Basic biology,Bbio,Basic biology,NA
119,AAPOLY7321,NOGENT-SUR-VERNISSON,NA,FRANCE,2014,0.166666666666667,D1,200529,Under_NDA,Basic biology,Bbio,Basic biology,NA
120,AAPOLY7808,SAINT-LO,NA,FRANCE,2014,0.125,D1,152094,Under_NDA,Basic biology,Bbio,Basic biology,ST-LO
121,AAPOLY1823,MONS,NA,FRANCE,2014,29.7996031746032,D1,417750,Under_NDA,Basic biology,Bbio,Basic biology,MONS
122,AAPOLY6143,CLUNY,NA,FRANCE,2014,0,D1,31027,NA,Basic biology,Bbio,Basic biology,CLUNY
123,AAPOLY7309,NEVERS,NA,FRANCE,2014,0,D1,114608,Under_NDA,Basic biology,Bbio,Basic biology,NA
124,AAPOLY7601,RODEZ,NA,FRANCE,2014,0.166666666666667,D1,72035,Under_NDA,Basic biology,Bbio,Basic biology,RODEZ
125,AALIGNE6704,LA-FLECHE,NA,FRANCE,2014,0.166666666666667,D1,31923,NA,Basic biology,Bbio,Basic biology,NA
126,AAPOLY5903,BRIVE,NA,FRANCE,2014,0.111111111111111,D1,221713,Under_NDA,Basic biology,Bbio,Basic biology,BRIVE
127,AAPOLY6467,GAP,NA,FRANCE,2014,0,D1,96236,Under_NDA,Basic biology,Bbio,Basic biology,GAP
128,AAPOLY6270,DAX,NA,FRANCE,2014,0.387820512820513,D1,40771,Under_NDA,Basic biology,Bbio,Basic biology,DAX
129,AAPOLY5634,AUCH,NA,FRANCE,2014,0,D1,64882,NA,Basic biology,Bbio,Basic biology,AUCH
130,AALIGNE5857,BOURBON-LANCY,NA,FRANCE,2014,0,D1,27910,NA,Basic biology,Bbio,Basic biology,NA
131,AAPOLY6808,LAVAL,NA,FRANCE,2014,1.66666666666667,D1,152824,Under_NDA,Basic biology,Bbio,Basic biology,NA
132,AAPOLY6195,CORTE,NA,FRANCE,2014,5.16929824561404,D1,54885,Under_NDA,Basic biology,Bbio,Basic biology,CORTE
133,AAPOLY6867,LE-MANS,NA,FRANCE,2014,7.09862903225807,D1,325734,Under_NDA,Basic biology,Bbio,Basic biology,LE-MANS
134,AALIGNE6615,ILE-DYEU,NA,FRANCE,2014,0.166666666666667,D1,36604,NA,Basic biology,Bbio,Basic biology,NA
135,AAPOLY6758,LAON,NA,FRANCE,2014,0.5,D1,157704,Under_NDA,Basic biology,Bbio,Basic biology,LAON
136,AAPOLY6982,LODEVE,NA,FRANCE,2014,0.25,D1,119672,NA,Basic biology,Bbio,Basic biology,NA
137,AAPOLY5762,BERCK-SUR-MER,NA,FRANCE,2014,0.071428571428571,D1,130530,Under_NDA,Basic biology,Bbio,Basic biology,NA
138,AAPOLY5860,BOURG-EN-BRESSE,NA,FRANCE,2014,1.20833333333333,D1,395100,Under_NDA,Basic biology,Bbio,Basic biology,NA
139,AAPOLY7213,MONTENDRE,NA,FRANCE,2014,0.0625,D1,61413,Under_NDA,Basic biology,Bbio,Basic biology,MONTENDRE
140,AAPOLY6095,CHAUMONT,NA,FRANCE,2014,0.35,D1,57501,NA,Basic biology,Bbio,Basic biology,NA
141,AAPOLY7983,SELESTAT,NA,FRANCE,2014,0.821428571428571,D1,167316,NA,Basic biology,Bbio,Basic biology,NA
142,AAPOLY7375,OTTERSWILLER,NA,FRANCE,2014,1.66666666666667,D1,204865,NA,Basic biology,Bbio,Basic biology,NA
143,AAPOLY7987,SEMUR-EN-AUXOIS,NA,FRANCE,2014,0,D1,34134,NA,Basic biology,Bbio,Basic biology,NA
144,AAPOLY5669,AVOINE,NA,FRANCE,2014,0,D1,74299,Under_NDA,Basic biology,Bbio,Basic biology,NA
145,AAPOLY8167,VALENCE,NA,FRANCE,2014,1.9,D1,370287,Under_NDA,Basic biology,Bbio,Basic biology,VALENCE
146,AAPOLY5523,AGEN,NA,FRANCE,2014,0,D1,210430,Under_NDA,Basic biology,Bbio,Basic biology,AGEN
147,AAPOLY7493,PONTIVY,NA,FRANCE,2014,0,D1,30941,NA,Basic biology,Bbio,Basic biology,PONTIVY
148,AAPOLY5933,CAEN,NA,FRANCE,2014,50.4945786181365,D1,487039,Under_NDA,Basic biology,Bbio,Basic biology,CAEN
149,AAPOLY7294,NARBONNE,NA,FRANCE,2014,7.85694444444444,D1,279142,Under_NDA,Basic biology,Bbio,Basic biology,NA
150,AAPOLY6069,CHASSENEUIL,NA,FRANCE,2014,0.1,D1,136864,Under_NDA,Basic biology,Bbio,Basic biology,NA
151,AAPOLY8089,THONON-LES-BAINS,NA,FRANCE,2014,3.96111111111111,D1,316631,Under_NDA,Basic biology,Bbio,Basic biology,THONON
152,AAPOLY6739,LA-MONTAGNE,NA,FRANCE,2014,0,D1,47802,NA,Basic biology,Bbio,Basic biology,NA
153,AALIGNE7156,MILLAU,NA,FRANCE,2014,0,D1,34146,NA,Basic biology,Bbio,Basic biology,NA
154,AAPOLY7778,SAINT-JEAN-DE-MAURIENNE,NA,FRANCE,2014,0.083333333333333,D1,81832,NA,Basic biology,Bbio,Basic biology,NA
155,AAPOLY5892,BRIANCON,NA,FRANCE,2014,0,D1,25738,NA,Basic biology,Bbio,Basic biology,BRIANCON
156,AAPOLY6340,EPINAL,NA,FRANCE,2014,1.33333333333333,D1,284253,Under_NDA,Basic biology,Bbio,Basic biology,EPINAL
157,AAPOLY6073,CHATEAUBRIANT,NA,FRANCE,2014,1.1625,D1,90337,NA,Basic biology,Bbio,Basic biology,NA
158,AD3577,NICE,NA,FRANCE,2014,142.09462810812,D1,1048483,Under_NDA,Basic biology,Bbio,Basic biology,NICE
159,AD3481,LYON,NA,FRANCE,2014,472.79314961863,D1,1500500,Under_NDA,Basic biology,Bbio,Basic biology,LYON
160,AD3840,TOULOUSE,NA,FRANCE,2014,291.209824302479,D1,1063522,Under_NDA,Basic biology,Bbio,Basic biology,TOULOUSE
161,AD3549,MONTPELLIER,NA,FRANCE,2014,406.892081202285,D1,633120,Under_NDA,Basic biology,Bbio,Basic biology,MONTPELLIER
162,AD3822,STRASBOURG,NA,FRANCE,2014,262.566918138072,D1,543091,Under_NDA,Basic biology,Bbio,Basic biology,STRASBOURG
163,AD3567,NANTES,NA,FRANCE,2014,131.990432359569,D1,939511,Under_NDA,Basic biology,Bbio,Basic biology,NANTES
164,AD3013,ANNECY-LE-VIEUX,NA,FRANCE,2014,0.845833333333333,D1,95347,Under_NDA,Basic biology,Bbio,Basic biology,ANNECY
165,AD3460,LILLE,NA,FRANCE,2014,215.986494341704,D1,1592649,Under_NDA,Basic biology,Bbio,Basic biology,LILLE
166,AD3661,RENNES,NA,FRANCE,2014,157.924355381845,D1,475799,Under_NDA,Basic biology,Bbio,Basic biology,RENNES
167,AD3213,CLERMONT-FERRAND,NA,FRANCE,2014,121.151613432737,D1,540657,Under_NDA,Basic biology,Bbio,Basic biology,CLERMONT
168,AD9124,VANDOEUVRE-LES-NANCY,NA,FRANCE,2014,97.3542825591577,D1,478500,Under_NDA,Basic biology,Bbio,Basic biology,NANCY
169,AD3612,PARIS,NA,FRANCE,2014,2282.74132542229,D1,9441671,Under_NDA,Basic biology,Bbio,Basic biology,PARIS
170,AD3502,MARSEILLE-AIX,NA,FRANCE,2014,418.924813664619,D1,1552528,Under_NDA,Basic biology,Bbio,Basic biology,MARSEILLE-AIX
171,AD3116,BORDEAUX,NA,FRANCE,2014,251.918318839906,D1,941261,Under_NDA,Basic biology,Bbio,Basic biology,BORDEAUX
172,AD3328,GRENOBLE,NA,FRANCE,2014,271.15419683071,D1,493238,Under_NDA,Basic biology,Bbio,Basic biology,GRENOBLE
173,AAPOINT8268,VILLEFRANCHE-DE-ROUERGUE,NA,FRANCE,2014,0.833333333333333,D2,11712,NA,Medecine,Med,Medecine,NA
174,AAPOLY7393,PAMIERS,NA,FRANCE,2014,0,D2,64312,NA,Medecine,Med,Medecine,PAMIERS
175,AAPOLY5592,ARGENTAN,NA,FRANCE,2014,1,D2,20458,NA,Medecine,Med,Medecine,NA
176,AAPOLY7284,MULHOUSE,NA,FRANCE,2014,38.8458393152138,D2,646763,Under_NDA,Medecine,Med,Medecine,MULHOUSE
177,AAPOLY7634,ROUEN,NA,FRANCE,2014,208.787334541659,D2,826947,Under_NDA,Medecine,Med,Medecine,ROUEN
178,AAPOLY7868,SAINT-PIERRE-LES-NEMOURS,NA,FRANCE,2014,0.75,D2,82607,NA,Medecine,Med,Medecine,NA
179,AAPOLY6285,DIGNE-LES-BAINS,NA,FRANCE,2014,0.2,D2,36227,Under_NDA,Medecine,Med,Medecine,DIGNE
180,AAPOLY8230,VESOUL,NA,FRANCE,2014,1.03333333333333,D2,27605,Under_NDA,Medecine,Med,Medecine,VESOUL
181,AAPOLY7330,NOUMEA,NEW-CALEDONIA,FRANCE,2014,8.43181766105436,D2,175221.5,NA,Medecine,Med,Medecine,NOUMEA
182,AAPOLY5967,CARCASSONNE,NA,FRANCE,2014,0.571428571428571,D2,205457,Under_NDA,Medecine,Med,Medecine,CARCASSONNE
183,AAPOLY8303,VILLIERS-EN-BOIS,NA,FRANCE,2014,2.52638888888889,D2,186122,Under_NDA,Medecine,Med,Medecine,NA
184,AAPOLY6426,FONT-ROMEU,NA,FRANCE,2014,1.33333333333333,D2,24782,NA,Medecine,Med,Medecine,FT-ROMEU
185,AAPOLY7363,ORLEANS,NA,FRANCE,2014,38.3578261208592,D2,454695,Under_NDA,Medecine,Med,Medecine,ORLEANS
186,AAPOLY7405,PAU,NA,FRANCE,2014,17.3641636141636,D2,433429,Under_NDA,Medecine,Med,Medecine,PAU
187,AAPOLY5937,CAHORS,NA,FRANCE,2014,1.25,D2,73996,NA,Medecine,Med,Medecine,CAHORS
188,AAPOLY10630,RHEINMUNSTER,NA,FRANCE,2014,2.65833333333333,D2,202077,NA,Medecine,Med,Medecine,NA
189,AAPOLY6547,GUADELOUPE,NA,FRANCE,2014,1.03333333333333,D2,122919,NA,Medecine,Med,Medecine,NA
190,AAPOLY7417,PERONNE,NA,FRANCE,2014,0.509523809523809,D2,101651,Under_NDA,Medecine,Med,Medecine,PERONNE
191,AAPOLY6410,FLORAC,NA,FRANCE,2014,0,D2,24345,NA,Medecine,Med,Medecine,FLORAC
192,AAPOLY6028,CHALONS-SUR-MARNE,NA,FRANCE,2014,0.767857142857143,D2,81127,Under_NDA,Medecine,Med,Medecine,NA
193,AAPOLY6060,CHARLEVILLE-MEZIERES,NA,FRANCE,2014,1.89166666666667,D2,163942,Under_NDA,Medecine,Med,Medecine,CHARLEVILLE
194,AAPOLY6794,LA-TREMBLADE,NA,FRANCE,2014,4.125,D2,129199,NA,Medecine,Med,Medecine,NA
195,AAPOLY5713,BASTIA,NA,FRANCE,2014,0.959498834498834,D2,71038,Under_NDA,Medecine,Med,Medecine,NA
196,AAPOLY7704,SAINT-DENIS,REUNION,FRANCE,2014,16.7100494885549,D2,626378,NA,Medecine,Med,Medecine,NA
